sentence	label
conventional but heartwarming tale 	1
be so light-hearted 	1
filling nearly every minute ... 	1
wickedly funny , visually engrossing , never boring , this movie 	1
's better than its predecessor 	1
what is otherwise a sumptuous work of b-movie imagination 	1
offers escapism 	1
pretty stupid 	0
our special talents can be when put in service of of others 	1
the film is grossly contradictory in conveying its social message , if indeed there is one . 	0
nasty aftertaste but 	0
hugely enjoyable in its own right though not really faithful 	1
overall , it 's a very entertaining , thought-provoking film with a simple message 	1
cinematic corpse 	0
ends up more of a creaky `` pretty woman '' retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought 	0
amazingly successful 	1
there 's a reason the studio did n't offer an advance screening . 	0
gives ample opportunity for large-scale action and suspense , 	1
88 minutes of exaggerated action 	0
the most politically audacious films of recent decades 	1
to blast even the smallest sensitivities from the romance with his clamorous approach 	0
is hard to conceive anyone else in their roles . 	1
does n't really go anywhere 	0
most romantic comedies 	1
remarkably assured 	1
trudge out of the theater feeling 	0
300 hundred years of russian cultural identity and a stunning technical achievement 	1
we are forced to reflect that its visual imagination is breathtaking 	1
washed out 	0
by top-billed star bruce willis 	1
does n't feel like a film that strays past the two and a half mark 	0
the occasional bursts 	1
rock 's stand-up magic wanes . 	0
its excellent storytelling , 	1
zeal 	1
too many conflicts 	0
advised to take the warning literally , and log on to something more user-friendly 	0
a wild comedy 	1
must indeed be good to recite some of this laughable dialogue with a straight face 	0
are consistently delightful . 	1
that 's unfocused and tediously exasperating 	0
pull his head out of his butt 	0
to hold onto what 's left of his passe ' chopsocky glory 	0
marvelous first 101 	1
interesting movie 	1
a way that 's too loud , too goofy and too short of an attention span 	0
that really does n't have much to say beyond the news 	0
so memorable 	1
it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction 	0
meyjes ' provocative film might be called an example of the haphazardness of evil . 	1
kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor 	1
loss 	0
invigorating 	1
, can not overcome blah characters 	0
indie of the year , so far 	1
i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd . 	0
than its sunny disposition 	1
confusing on one level or another , making ararat far more demanding than it needs to be 	0
heartwarming here relies less on forced air than on petter næss ' delicate , clever direction ... and a wonderful , imaginative script by axel hellstenius . 	1
meandering sketch inspired by the works of john waters and todd solondz , rather than a fully developed story 	0
though frida is easier to swallow than julie taymor 's preposterous titus , the eye candy here lacks considerable brio . 	0
wanders all over the map thematically and stylistically , and borrows heavily from lynch , jeunet , and von trier while failing to find a spark of its own . 	0
too overdone 	0
's the perfect star vehicle for grant 	1
an inept , tedious spoof of '70s 	0
dramatic and emotional 	1
too shallow for an older one 	0
film legacy 	1
cool gadgets and creatures 	1
would do better elsewhere . 	0
reassures us 	1
one of the best war movies ever made 	1
horrible , 99-minute 	0
there 's undeniable enjoyment to be had from films crammed with movie references 	1
depraved 	0
found writer-director mitch davis 's wall of kitsch hard going . 	0
fun in this cinematic sandbox 	1
a major movie 	1
do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes 	0
that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure 	1
many false scares 	0
who take as many drugs as the film 's characters 	0
amélie 's audrey tautou with another fabuleux destin 	1
its lack of poetic frissons 	0
no earthly reason other than money why this distinguished actor would stoop so low 	0
art and commerce 	1
is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract 	0
finely crafted , 	1
until things fall apart 	0
high crimes carries almost no organic intrigue as a government / marine/legal mystery , 	0
marks an encouraging new direction for la salle 	1
to bolt the theater in the first 10 minutes 	0
adept 	1
covers huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people 	0
incoherent jumble 	0
biggest husband-and-wife disaster 	0
like a sucker 	0
rob schneider 's infantile cross-dressing routines fill the hot chick , the latest gimmick from this unimaginative comedian . 	0
a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer 	0
hardly a film that comes along every day . 	1
and wonderful creatures 	1
it might not be 1970s animation , but everything else about it is straight from the saturday morning cartoons -- a retread story , bad writing , and the same old silliness . 	0
best rock 	1
below may not mark mr. twohy 's emergence into the mainstream , but his promise remains undiminished . 	1
ends with scenes so true and heartbreaking that tears welled up in my eyes both times 	1
is far-flung , illogical , and plain stupid . 	0
does n't deliver a great story , nor 	0
zellweger 's whiny pouty-lipped poof 	0
a bitter taste 	0
has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references 	0
from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected 	0
originality ai n't on the menu 	0
stylistically 	1
purely enjoyable that you might not even notice it 's a fairly straightforward remake of hollywood comedies such as father of the bride . 	1
's a very valuable film ... 	1
should be themselves 	1
's harder still to believe that anyone in his right mind would want to see the it . 	0
is more likely to induce sleep than fright . 	0
the one of the world 's best actors , daniel auteuil , 	1
the frustration , 	0
stylish cast 	1
than this facetious smirk of a movie 	0
knows its classical music 	1
is more timely now than ever 	1
but it also does the absolute last thing we need hollywood doing to us 	0
fantasti 	1
dabbles all around , never gaining much momentum . 	0
honest , and enjoyable 	1
intoxicating documentary 	1
dependable concept 	1
the cast is spot on 	1
delicate ambiguity 	1
generating suspense 	1
any doubt that peter o'fallon did n't have an original bone in his body 	0
their own immaturity 	0
for its intelligence and intensity 	1
funny , moving yarn 	1
stanley kwan has directed not only one of the best gay love stories ever made 	1
worthless , 	0
the audience award for documentaries at the sundance film festival 	1
